folders,animal,sex,imgs,lefteye_x,lefteye_y,righteye_x,righteye_y,mantle_tip_x,mantle_tip_y,l1_tip_x,l1_tip_y,r1_tip_x,r1_tip_y,r2_tip_x,r2_tip_y,r3_tip_x,r3_tip_y,r4_tip_x,r4_tip_y,l4_tip_x,l4_tip_y,l3_tip_x,l3_tip_y,l2_tip_x,l2_tip_y
1870_2170_fc,nip,F,img080.png,301.8262056524133,297.90618731284565,319.59739272439816,304.2530398385545,279.5215524906364,340.3394299132992,302.3871662339791,214.73216326759064,375.6900277855616,229.51257676845472,374.091213913307,335.2376051509022,344.73012222915816,347.9865002242826,350.5250745352402,413.0187427703141,270.03962583965665,375.6734945755632,273.98245685571703,306.6857043125777,234.5426676633137,227.69705500430723
1870_2170_fc,nip,F,img113.png,302.01751627884244,298.1248120724657,321.92665967781033,302.56498074417794,285.40269157179,336.9404801380794,337.0327690447423,160.6344438229163,362.55421205805857,152.7816921265113,451.7128983609317,246.82976020738937,423.1952588640687,314.93999626996475,375.6606464903873,326.884792434071,276.36066142577636,329.50405174425373,271.9402034761936,323.25443878105057,265.0746689568186,184.10690580450898
1870_2170_fc,nip,F,img214.png,295.9108881790871,297.70868587710777,315.5112302646924,300.2329723578297,286.8531543364968,339.2851690889978,264.69431288423334,174.2899335606445,316.13807557753626,118.35908410672025,438.5467683640736,221.281937677623,454.57422997726775,319.0718892475712,285.77786217168307,412.8126343192463,224.44619519009888,414.0738577259078,252.87317932692753,246.01915675981243,247.5797219963066,163.7245922847735
18729_18841_fc,nur,F,img033.png,308.9663662883106,307.82219169936286,300.20297922952125,295.06147019270475,349.55468529744013,270.15500170982983,218.73664944300418,400.18055812568696,193.06540494150343,272.60225211822876,252.96497544500517,244.5972581165916,288.4645836201867,209.66499668537156,349.2266286420526,201.60234071131632,420.9913792056434,254.10212969069033,394.39318206946785,436.34107352291164,338.2430468049397,441.8533939175868
18729_18841_fc,nur,F,img079.png,312.9847591789346,309.1715220339434,303.0663238033548,297.94035256453685,338.36428499291833,264.39270350007564,245.55335135241916,456.80177562219797,197.95673725971903,337.62936987650664,259.17429804961535,286.8584918152616,286.6769454249601,227.43022836127443,379.0129040287226,194.67985432355522,410.21967980955765,313.83971090949086,420.36675956184,291.5468841809917,370.99725963951875,430.688846688978
18729_18841_fc,nur,F,img082.png,309.73845169972606,310.6240051476685,300.3692884474892,298.6070348893647,339.0680062284677,267.851738126587,238.45437298529123,453.9207250709315,201.11305707960528,333.23065942367344,252.2318844122025,284.81807071161603,274.39751950034855,224.7542593100164,372.31405578466433,196.921751858568,408.00026071057334,321.692232647471,423.18671508730574,294.65700617460675,339.81349694804993,452.0042187070738
18731_18776_fc,nur,F,img32.png,308.5272245397461,307.99015990311,301.2894473737824,295.92719795983726,349.94339387831593,270.5949778789644,225.69488586260647,413.34002754102545,193.92908607865485,268.5844842217523,245.31314086914062,244.5164794921875,291.04296875,213.5283203125,349.34637451171875,195.6844024658203,409.05190740035243,240.43757302078257,398.1826171875,433.63482666015625,346.7266040267765,442.6932349363225
18731_18776_fc,nur,F,img35.png,308.85073497949793,308.16525681802733,299.71678634467344,295.98665863826136,342.3418799738545,265.1052132538547,216.20639882627788,434.7356879005955,210.0712890625,271.5826110839844,240.302734375,241.58978271484375,308.41578504450626,233.35386799946474,340.8114013671875,230.83663940429688,401.3097229003906,211.1763153076172,402.79992093769283,432.5609382256373,349.7360288687124,446.47933614536987
1873_1941_fc,kho,M,img32.png,308.5396800735718,305.9719462130638,300.45828400046423,295.466131318024,342.48154358062357,281.72775799374114,272.17339774458776,390.8266049806932,285.91177106887056,250.69519707300805,302.23619113654786,261.0393840465857,319.53037873299803,261.52426781097216,347.49200914595014,262.4940353397451,350.7245675751932,278.01031580011164,367.3722434857948,289.16264238100007,407.29434008694614,342.3382285420479
1873_1941_fc,kho,M,img51.png,307.0091753514173,308.1723855291975,302.54141166872364,296.37748940688635,348.8274434214295,289.4077780618843,314.33630779103476,364.4662079311371,255.00440608486355,284.94001437919076,312.54920231795734,224.71455993648078,337.03254729911833,256.7037479045671,345.0745219279669,255.6314846207206,375.9914466122067,257.7760111884136,357.58426023950904,286.7271198522682,337.03254729911833,380.01402554691094
1873_1941_fc,kho,M,img53.png,310.17470089981805,306.3985190911504,306.66882045704557,294.5090115026175,349.3491041081893,292.22256773559195,314.74758843386917,344.20105603930625,257.58649425823035,284.7535180966418,319.01561679898356,237.9576356648521,335.63044150603594,258.38319998361374,338.52660361093496,263.5658058555383,365.35421047736816,258.84048873701886,355.14142831798733,284.29622934323663,348.12966743244226,384.44246633895585
18751_18842_fc,nip,F,img23.png,297.6184469266104,291.02004942967284,315.0506095779673,293.4852037440061,306.95081683087216,340.49921816736264,263.2168185066861,213.82520724000386,292.61864568323597,217.35342650118983,265.33375006339764,188.18681394205234,336.83899375676697,298.73768412588,315.90489280706345,355.4244069222682,199.94408642275067,290.505172516446,216.4091096416186,236.64102512900658,230.52198668636257,221.82250423202544
18751_18842_fc,nip,F,img29.png,302.78689557236555,296.87715621287003,319.7394306519039,301.246366284916,297.1943066801467,347.5599930486032,250.53114311069584,215.78461727569697,275.6977931256806,236.58205721863573,319.2151254432584,268.3899065431304,332.1479872565144,300.8968294791524,313.9720733568032,397.1942194670455,259.7938684634332,342.3169409621483,193.90618057698015,281.32276835638663,207.53811600176357,249.16538222612834
18751_18842_fc,nip,F,img37.png,301.51569361262585,296.9918069132568,317.9872870722036,299.711886567132,304.38688880282746,347.0110494372958,266.39279895061634,214.8102177272236,324.4290491888064,204.62371653068215,353.6976129943188,281.8802861318201,353.44531575106083,320.98635883680896,275.99006207085716,355.046486676638,201.81467255300737,395.91864008443275,232.34263898722446,271.2838019149845,169.77292265924223,222.08583947967605
1885_1976_fc,nip,F,img28.png,300.8980408878151,298.3802301800609,320.4077136516246,301.5654828761931,286.1662471682039,342.17745475187803,272.5138854980469,221.12965393066406,411.3236389160156,185.0108642578125,438.5177307128906,273.29119873046875,366.9920343325573,337.7977322946963,376.5477924209538,420.2161458071158,294.12937890853425,368.05763290795176,253.1192504458328,298.3802301800609,237.1337127685547,225.69163513183594
1885_1976_fc,nip,F,img48.png,304.1548985310435,299.66957421696054,322.60413444428417,302.74444686916735,280.4783791090513,343.64025314351755,294.93028057442314,220.03037252480493,396.5869445800781,197.60362243652344,422.8449829062253,292.597367116885,405.31820878864664,304.2818831952708,334.6596374511719,373.79571533203125,273.71365927419635,368.85420889161315,179.5634765625,325.43707275390625,270.02381209154817,218.49293619870153
1915_1978_fc,kho,M,img14.png,296.16280927606454,297.59186699728673,309.47148885792365,303.1371501563947,282.57686553625,333.35894337353307,343.2977161284822,255.17045083011087,346.34762186599164,233.54384650958983,363.81526381718163,312.28686736892286,338.30696128528507,327.8136602144251,255.5580291748047,378.1092224121094,274.5362049555435,317.27762221212004,211.61585998535156,311.4956359863281,251.06005859375,258.52996826171875
1915_1978_fc,kho,M,img38.png,295.2073632294789,297.755597395776,309.35177742963015,302.3679063740862,276.7581273162382,340.1888399962296,339.1780421560359,195.3623380772902,368.6968196172211,247.94266043002617,384.07118287825494,330.9642220396093,349.0176346430976,328.81181118306455,329.0309624037535,378.31726088359375,229.7348175048828,347.914306640625,228.7901139418124,294.6807247435693,281.3704362945484,275.30902703466654
19562_19629_fc,sla,F,img20.png,309.26559558223903,307.67505115866595,298.40104554444173,297.9248139452581,330.4375392456389,272.57419719039774,233.76426003777522,376.7417171613733,195.0156084274019,374.5748517752669,215.28217292098532,331.23754405313883,293.80366497430447,267.17543039911925,318.978199278141,269.3751469887749,,,326.7994138191388,312.39182696426263,251.7646368164415,390.6039723742403
19562_19629_fc,sla,F,img23.png,306.31932471528637,307.7813576533512,297.29575612438725,297.75517033012994,327.5175493415256,271.83031453722924,240.57618212444984,371.51926277954345,213.79193884670164,373.5245002441877,200.47143283156484,340.5813133250321,297.00929362943805,279.27833940590784,312.47826835669366,258.653039769567,,,325.5123118768813,313.5106075523347,243.29757582646704,405.465068431021
19562_19629_fc,sla,F,img36.png,308.1002484131359,307.11789474647117,297.7126978508732,298.3190283878487,328.38652362884886,273.6333199928245,223.04454027978528,376.89779322943565,242.3531636778735,387.6519632233076,246.6303903799817,346.71279336027237,248.8301069696373,251.26953466465903,332.663750330957,250.29188284703434,333.64140214858173,282.6765993058532,318.3655924981955,306.9956882692681,249.4411393556527,356.61151801372273
1963_2537_fc,kra,M,img135.png,293.15845077092365,312.5296328921199,302.87331730198116,298.4274072825203,341.7327834262112,326.6318585017195,174.5664520263672,267.78973388671875,263.70046838642673,268.6560421066989,297.74554147344804,262.53980227061805,328.88408898190926,283.07165050762296,463.0084779089094,365.2734895601799,432.6059946116708,367.8530942035819,293.15845077092365,344.8080603985367,266.8342962996711,336.66010782410143
1963_2537_fc,kra,M,img185.png,295.429089963994,310.04914193676075,306.00717750684214,297.355436885343,335.9280536994697,333.92539667633224,173.62996768491428,258.66985958578414,214.7333935656955,221.79766872214213,239.57579040527344,219.80447387695312,293.91793460073,248.39400311558884,414.9901123046875,355.5931396484375,410.5791286447121,362.63734857834856,221.08024609140438,314.28037695390003,200.52853315101376,291.00858435963414
1963_2537_fc,kra,M,img312.png,292.4303688654547,299.2744399406706,313.20546998998,299.6817948646809,294.87449840951643,351.415870213989,230.7544403076172,244.66481018066406,379.1969676796486,172.58705857346723,404.4529729682872,303.75534410478394,365.7542551873087,356.71148422612293,391.4176153999576,398.66904139918387,304.65101658576367,404.37201033532807,206.07112497527103,402.33523571527655,209.73731929136372,284.20230775228947
1963_2537_fc,kra,M,img349.png,293.8580870993842,297.39364283507075,310.7987957456448,304.7089488414106,270.5080871582031,342.1980285644531,247.79286193847656,174.9656219482422,428.9987401638723,235.79106593957763,439.39417501498673,341.28547887310964,357.3857445228615,363.23139689212906,398.1974517161257,380.94213774958337,262.4107971191406,405.1408996582031,211.4219512939453,381.8923034667969,227.25030083113222,279.6829019776165
1963_2537_fc,kra,M,img458.png,296.51767947472456,296.567435065808,309.5123015506531,306.6277876407205,256.65655517578125,329.8282470703125,371.5511424292799,190.0953703146513,427.30226294858636,257.5835688380223,354.78388813775916,329.2635809342735,360.2332457825034,361.5405454454509,262.6524658203125,372.05743408203125,174.5261688232422,405.86480712890625,253.24066162109375,271.7527770996094,359.81406442521535,175.84320416685864
1968_2115_fc,nur,F,img053.png,300.88203413888584,306.4124480014553,315.3339356042577,302.70683224110354,310.70191590381796,346.9889405773071,249.77020329136457,164.6116404830094,345.86391581725246,240.23773914959264,387.839869664301,222.89230367560566,390.946827075432,229.8696621594785,467.08865451299613,361.1225467314907,266.16204470536593,410.19018844231925,203.2730056448044,406.413055611841,157.137135922242,253.3257571972117
1968_2115_fc,nur,F,img067.png,300.71190021954465,306.04356183680113,315.16642978120046,301.27356708145476,313.28734093818525,345.35988224450494,240.65132268232793,196.2234338247223,338.1011328907275,246.68288247632077,387.14385061863817,227.80643822829853,417.0271341325496,273.6808885355638,428.21231191698723,275.0790357586185,301.0635363506667,437.28329010402535,150.49854746213418,355.12795766144,169.0653537264771,309.820661816076
1968_2115_fc,nur,F,img091.png,300.9775522983256,303.44223928375635,314.7842561259908,299.59733442035593,314.43471932022715,342.41559312640635,224.77109687832103,219.340957167121,326.6518774214391,259.0409796322797,394.8115545453561,250.67049296793897,418.4880739673483,250.43133620610064,383.33202997711743,267.41146629662035,355.3506888420357,400.1434691168797,147.04514928087178,311.1771537130301,177.65721479617483,336.28861370605216
197_444_fc,kho,M,img093.png,295.05681684025404,302.1607138333013,308.04224057918884,303.76385256650315,284.1554734544816,341.43761279674607,306.7597295926274,178.3984036301203,407.27652816438194,295.58784502717384,347.1588256693134,279.5564576951556,369.9233956807793,333.1012913840966,322.4704891780053,348.9723648427947,263.95592541613865,373.82101520742305,271.49067746218725,312.5811155991133,174.3404702301566,236.11139802538622
197_444_fc,kho,M,img107.png,300.3216903386667,303.13021855244585,313.2519240556388,305.5546373743781,283.3507585851408,337.55696582388407,333.29378631694556,184.17206835630242,346.70890379830416,288.4220776993901,391.47983804332,324.3034762639877,366.1042543737623,338.526733352657,333.94029800279407,352.5883625198642,292.4019221870211,360.18487482858535,281.7344793705191,305.23138153145385,248.11587170639172,214.55811759118694
197_444_fc,kho,M,img191.png,300.3152432899702,302.99572572511534,313.56084856101484,305.49767338742373,286.7752912351246,341.40798101114467,346.2333415629249,178.04551600159454,370.51695122650676,191.58546805644013,417.1709164589639,256.04741370885716,387.58906468696426,327.7208555643985,391.41557287637715,375.99372810776106,343.22913686310153,366.46673254916385,275.7328084022636,313.2665559611676,289.99548693519193,183.83807016981754
19834_19903_fc,nip,F,img23.png,299.37613273409147,309.7110984033121,313.8105332309391,294.76844436784313,350.7097401348524,336.64853595024607,281.26047017578776,215.35834005844225,334.67273365408596,152.25998216294616,447.04475861014237,240.07673056489827,462.8060088752395,222.20314779004588,471.0057063683513,360.45011544604165,,,383.1448869391269,419.4649526095606,201.4202339009525,371.5792819284278
19834_19903_fc,nip,F,img30.png,304.69601944950574,306.6462500171151,316.26489929139825,293.77383441838964,353.90449426994996,330.1098936401084,200.0214226729462,196.51117751660996,333.5056967012003,169.81858909676404,430.2458042911642,212.2471996775172,473.0715485506401,254.39836574503187,480.9096818760489,334.4499318434027,,,382.7169400568237,390.91530323027615,189.53941653214088,370.8709070052898
19834_19903_fc,nip,F,img47.png,308.7058780080878,312.47448059239247,321.64793815833764,299.1460902884038,350.23636953500886,340.4834167384555,152.395023215268,253.19389246616507,329.1119106437793,132.23608950998081,452.49689438683424,263.9232269501539,496.20739178128144,250.58301021288753,479.03870810159043,349.9135189732762,439.9009725853409,400.2469832592635,407.96434654293336,373.90294610907483,197.885965501273,368.71081338812087
1983_2278_fc,kho,M,img077.png,295.0731506347656,294.07080078125,309.1750183105469,302.160400390625,265.08697509765625,341.7043762207031,313.09167735648435,165.06009145560807,387.0341491699219,210.05894470214844,436.1201279795013,334.7237137737818,361.99194320906395,339.26014582201014,381.07722754181975,424.93440522103305,311.2069924817461,421.1035553685907,224.36680697160193,374.728168342231,241.21455028950345,241.54449836924397
1983_2278_fc,kho,M,img079.png,295.4980773925781,293.5594177246094,309.7453918457031,301.7608642578125,264.45867919921875,340.2650451660156,14.41603946685791,563.7604370117188,400.6484680175781,212.6276397705078,422.02972412109375,333.2601013183594,373.0769348144531,339.282470703125,365.974365234375,414.07647705078125,224.29849243164062,361.9593200683594,238.0914306640625,220.08584594726562,76.67994689941406,578.7505493164062
1983_2278_fc,kho,M,img096.png,292.6550702764513,298.86491683722613,310.34084421920807,301.3326992478434,276.203187539003,352.74483280236916,301.4885559082031,184.5973358154297,441.3086242675781,285.88787841796875,437.4316383659958,289.8163813316296,320.4511413574219,353.85211181640625,252.90386962890625,409.8817443847656,260.1626018699909,360.55947710265707,216.15381554731684,398.8101044672242,192.17041317301917,333.97070508329966
1983_2278_fc,kho,M,img133.png,294.01995849609375,294.04150390625,308.4858093261719,303.4356384277344,266.6852722167969,342.9163818359375,265.6769104003906,167.27169799804688,361.12298583984375,190.4114532470703,473.75927734375,280.87078857421875,350.02227536699826,386.76573630516026,339.20135498046875,414.4996032714844,259.0199145086737,357.8590695161449,190.47088176631325,372.50693421425063,207.45481872558594,160.07440185546875
1983_2278_fc,kho,M,img196.png,296.3145751953125,293.4766540527344,307.4356384277344,304.93841552734375,255.5540771484375,332.84637451171875,259.031966925118,215.16678469054682,287.84115838964004,244.66190928517648,377.40158866001684,389.70667503110656,340.1642882830471,364.76069341826417,341.68690910309186,346.52297910616505,217.53301255360415,276.9007664002369,258.0030672299565,365.7291067491797,195.58315239015883,234.3729123335615
19989_20137_fc,nip,F,img033.png,301.335491620677,306.79237217050195,315.8544095412892,296.44555710064037,339.2181855054929,349.8484735902488,203.3908653432524,198.6570697264213,321.0559736960826,209.36936153130708,451.5581856178168,293.5470954114929,417.951404386967,323.6913597882551,384.1107185876332,381.2723817946218,285.47852133594023,342.2489139827445,237.59446645142765,308.2655186912595,205.13747734480052,233.48960917252998
19989_20137_fc,nip,F,img072.png,298.9458137677782,301.7233657604506,313.2360873116879,291.2438318282501,342.5787823218492,338.87807697461585,209.0093495623541,218.52716856753216,294.1094960754592,161.73883032415205,401.3353723659759,193.88857587692095,460.9766330668982,306.0898820338055,404.1831011524105,421.7871232120429,286.7137105631233,369.4612325909502,237.16776139920535,434.56535223097023,207.42468462946584,368.2179010208593
19989_20137_fc,nip,F,img114.png,299.6542688617591,305.14189485298573,314.7921034572386,293.78851890637605,339.7695305397799,343.74337307145856,252.34974960285658,320.15075562333107,331.9179614867026,193.07858810895567,420.3963387855157,296.24700442638897,429.7153801352175,409.80218287719947,427.36849015366136,391.15058355009563,290.3397125226219,400.2746439726519,236.27648818271624,421.9584314644341,203.43676856679352,405.06371053681875
2012_2175_fc,sla,F,img072.png,298.15782591000453,296.12203844808766,306.56773401860426,305.1889706276718,271.74545825643344,336.9889356633145,287.90825040264855,216.22791141639004,380.2858347830489,228.57996395089594,430.0418623408576,346.1687207028622,356.8509844186864,411.6106087813805,255.96067647548475,389.12461143376146,280.06386919290793,344.3995758623542,215.868152157894,304.90740296205144,248.62720068963546,163.05469054199787
2012_2175_fc,sla,F,img081.png,298.91200084524496,297.45330062071616,306.5729015129226,306.5596542445594,273.61657411234734,335.0350774810213,321.1719763701949,216.94157096229333,416.57187147712335,237.75609353107774,405.2973384190318,319.42418555443305,305.49420958314283,426.0122042005447,274.5571607924946,371.86144728079233,265.6235313511854,343.01276230452396,238.19409043573046,317.83691395254544,243.2917496764258,166.75163720409108
2012_2175_fc,sla,F,img103.png,300.7554264216873,298.9473076557275,308.3953023190933,308.83420587590007,270.19592283206293,336.2478782136513,333.561952334078,208.01780432777664,407.4140860090034,233.7836602954991,404.56785773349924,350.02961512661903,363.6145745379764,408.5549998432785,247.63326258293625,343.68395092626014,248.03309961186798,288.39050672896246,180.60958919979723,215.8149956607773,302.95024900329406,152.05673176658712
2020_2147_fc,sla,F,img048.png,296.09283447265625,297.1542053222656,306.7209777832031,304.9552917480469,272.86518660172806,330.22158773217575,307.88604736328125,203.66253662109375,335.5576171875,175.3041534423828,430.2914162337871,316.02323497817423,360.2886047363281,371.0093078613281,318.7875766208657,401.0078721220683,290.88185929909866,343.2430372660106,199.6366681450574,265.3114859609403,254.56631469726562,192.96438598632812
2020_2147_fc,sla,F,img084.png,298.552538048329,298.1747787530641,307.43813158432135,307.83303259653417,267.25979559548614,329.8538513596458,306.17595220763644,217.99878839491421,420.04295751809843,265.2678524087483,385.810404198303,324.4954697078906,327.6657793357686,362.82975778097745,242.45033264160156,380.03729248046875,269.8706970214844,343.0984191894531,223.94808717372368,278.2371862118225,265.9305997635608,174.8441333645198
204_392_fc,kho,M,img071.png,299.54086322198674,302.5455985340839,312.78646849303135,304.31167923688986,293.6539275459669,339.6332932930088,346.3420018463444,179.50864290526962,436.41211768944765,252.50664528791543,346.9306954139463,284.5904447222235,366.43218994140625,304.4604797363281,391.965753335498,290.7717271820443,338.10029189991656,345.5202289690286,283.0574433291313,306.0777599396958,218.83615112304688,200.58966064453125
204_392_fc,kho,M,img115.png,300.73477122745567,301.48335486732003,312.81875794099994,306.2533496226664,277.16510009765625,334.2509460449219,265.33831787109375,220.4653778076172,391.7157897949219,264.5263977050781,366.2426992008799,350.1373013718535,365.606699900167,340.5973118611606,287.1820068359375,356.9289855957031,272.1148026953772,305.29935067159715,231.4491729736328,298.80169677734375,274.9046325683594,179.8179168701172
20609_20668_fc,nur,F,img28.png,295.4972077558335,301.8543106577978,308.71916016032264,306.43114033627484,279.9020844069488,355.0811446963824,301.37303397609304,209.00143506444735,361.8590920888784,231.96574039349252,387.10891067460864,269.5884827046236,345.93894303847827,362.98580129439506,322.1375561917954,427.8165345578556,223.00269688054453,385.6577966142594,199.36298148316857,307.40810227862505,215.35581851106824,210.69482053413586
20609_20668_fc,nur,F,img30.png,295.1830508750122,300.8640111268066,308.04101194417603,305.23322119885256,283.19893182025754,355.16705059366353,300.34487589685165,212.90737746404224,364.1271851736013,236.28748047640988,389.13206764950894,274.1305558097454,351.0338033457229,356.9414755021711,309.0837478494565,417.5860028515088,222.75133179018724,394.9106337547285,187.4414645031774,294.7885095424143,214.7500006703698,211.80709210356832
20609_20668_fc,nur,F,img45.png,294.1154475343892,299.71007975093676,307.3978461534089,304.2540582258646,267.0263450877042,345.84893811174214,301.28095205254454,247.97863249791263,381.15011216954474,295.86517488753634,360.35267222660593,303.7297530172191,342.76254591390625,323.4200138872264,302.775409372184,373.81760899466025,264.7080323681156,358.68754982201546,220.89241112231093,363.3970983628313,226.04243024287484,275.9490341822125
20629_20756_fc,nip,F,img054.png,299.74265831002856,309.68951981150747,309.2038049322033,294.93013108091486,349.3190666102241,330.1255965154048,229.84043884277344,188.88204956054688,281.1988109305661,236.6494678883186,257.35672144268585,158.68961972159894,401.16615009974157,174.5843460468525,424.6297937227348,305.9050611626376,427.6573606418308,295.68702281068886,280.4419192007921,334.2885010291617,194.15626200655868,260.1131115113119
20629_20756_fc,nip,F,img082.png,298.37790679922193,308.8932394886781,308.7851680836141,292.2416214336506,345.7309456432064,332.8299404427801,218.27081298828125,236.12722778320312,242.1618194580078,158.2643585205078,320.2215777362561,133.13050749099574,327.3677062988281,174.6254425048828,479.16839599609375,312.92254638671875,424.826131404587,415.567667653698,295.6725158691406,455.57098388671875,257.2692247258728,275.5900033786231
20769_20801_fc,nip,F,img09.png,298.5522440300572,308.84833189342623,310.5363630848119,293.86818307498294,347.237727689998,332.44206628247446,181.78404235839844,267.1109313964844,268.0233154296875,182.996826171875,355.57098388671875,217.13438415527344,439.7401466438854,276.2665082133121,445.73220617126265,353.7887783487561,366.6276550292969,400.1432189941406,257.7313384997992,338.43412580985176,192.70623779296875,326.787353515625
20769_20801_fc,nip,F,img19.png,297.07989501953125,308.6708984375,310.709135777078,293.6891440156397,343.718025103332,334.53764455687906,181.7999267578125,289.3200378417969,231.4176788330078,232.66725158691406,372.1881921472261,164.1292534100927,434.339599609375,241.84207153320312,391.1683035098222,303.59181081351596,365.1738031653971,347.7412002873807,311.4463195800781,375.1664123535156,208.5807342529297,314.1894836425781
20802_21394_fc,kra,M,img134.png,296.8679020493621,305.8902452698369,310.0898544538513,292.8378050756617,333.8215638978062,345.89512690393235,167.64150864944594,162.84503416094674,216.38744673671812,239.5977320020468,432.2818779486598,293.2721965401931,405.62962505781184,342.7164772997136,327.5683545490945,401.09129204168187,362.2513412082167,359.7224284362229,419.0812952520795,378.94432465694126,211.04471588589377,377.5479842500817
20802_21394_fc,kra,M,img210.png,295.03939953608653,305.6317281565692,308.599734069021,292.0713936236348,356.76928061884774,323.4423167968413,243.02438498438283,272.4392675087894,189.5926190635666,144.52685818319893,369.1534119251109,291.7478678443058,346.0261646264616,289.2038706414544,397.1373811564765,341.9339944823748,335.6269014320949,443.96826774213815,307.3805006433089,372.66878402627407,330.436854298045,354.43979064949093
20802_21394_fc,kra,M,img323.png,294.193074928376,309.0756622219869,306.5556398480176,295.70390832931326,353.9875215805202,330.5209278989162,256.34848843967717,286.62120757202547,173.34269540779766,145.83934583406568,367.3592754731938,291.1625579506693,329.7669862277529,282.33215443663954,452.88804093765316,377.4482151449027,299.07357696605084,349.20620417627435,268.54581919698705,386.3995767904007,,
2084_2113_fc,nur,F,img11.png,298.9986688904486,307.7852012441665,312.8553065475087,303.6656603190945,312.48080282704757,341.49053608566385,266.7913489307955,230.2629311087224,338.3215595388623,242.9960576043992,357.7957530028385,212.66125624705148,368.6563608962099,248.23910969085435,404.98322178093497,385.30747137961055,228.5919694437651,408.52670204819765,179.53198206336327,396.54258299344303,167.5205078125,231.5682830810547
2084_2113_fc,nur,F,img21.png,297.24669285188645,308.4214962057112,311.8010900723319,304.68959948252007,313.6670384339275,342.75494605906965,274.74652099609375,219.54403686523438,343.52221221945655,227.81252698478264,353.97152304439174,226.31976829550618,368.8991099371563,246.09882092841923,391.81317138671875,384.21954345703125,258.0617772583795,406.197190353319,153.9418586813468,314.7657206351362,178.1188201904297,223.87310791015625
20890_20963_fc,nip,F,img15.png,296.93305748392163,316.80141116547037,307.1510958358703,299.9605701779994,351.24003909520445,319.2613092872358,284.444343942651,258.3315250404307,295.23005109193014,261.3590919595266,388.1385109216858,204.40298929403485,382.8402688132679,230.32653103879355,415.19739026110545,279.52449347410203,417.65728838287083,306.2049269486347,376.4066891101891,403.6547371570342,251.3303307650395,333.45302922049785
20890_20963_fc,nip,F,img28.png,295.3890706278304,316.94204716786476,305.57951396879776,299.34037230619384,355.0494843694938,314.3481161356185,221.64731699683028,262.840057066729,241.94735043733368,174.5498440074278,365.6329693650851,222.0407019259993,408.99655805005256,235.4834144183392,411.88746396238366,274.5106442348099,361.87479167905457,321.05422942334167,356.2375251500088,346.92783733870556,296.5403180603703,349.0960167729539
20890_20963_fc,nip,F,img47.png,295.06700892615515,308.52957666538816,305.07479957538885,292.1933301644332,350.55137767264193,320.1562746255273,163.85606364318954,254.82984955171253,212.1729231268244,160.0296531655752,298.0447857398717,187.53872539843337,376.049401062948,275.02400999267354,457.04470947169636,308.36328387302206,375.2310381610927,389.6919901125104,344.23264249205084,382.79323736717464,271.0967340420258,367.7959730716822
2093_2175_fc,kho,M,img27.png,296.8615527329962,296.65179695652233,304.9574033356654,305.80939845790226,257.3113317560219,317.4886583437202,325.26338927350787,180.78823013471523,423.8735039912658,271.5679319744816,353.3997880893419,386.2370290352391,297.3924281823515,344.16514967382693,244.70303983383212,399.90707185613974,248.0210113923031,300.1024873773323,182.19245567223857,301.2969571383818,235.67815719479097,247.28038016647398
2093_2175_fc,kho,M,img51.png,300.03073872675253,296.0070920868689,305.11873313245536,307.68635197268685,253.54497165646742,310.4616216485247,355.99867718948383,181.75849043154136,394.6211801782282,304.2172648778895,326.0972964560326,431.0123832189348,295.19148131512304,390.3468460040605,248.85495880977368,407.2450947887778,204.7016272868316,369.4484871638185,165.84372489265485,287.1736991133162,282.44798780088615,162.73616527238465
2093_2175_fc,kho,M,img57.png,297.9265673987795,299.0717808659755,304.8069234701277,310.0178018885748,255.5498288684306,322.0584250134341,381.22684026183447,197.0658372373349,423.5282846549286,335.54394262399865,368.53140477326974,424.09449319572934,288.23705317129213,381.43792811354814,288.8086641130485,374.76913379305694,198.494135315539,382.7716869776464,178.86882631523633,240.05948851913462,269.6976398830288,150.24354243789162
210_323_fc,sla,F,img051.png,309.1936670507879,307.19736180785674,294.27659254315915,306.010776335659,308.17659378890414,258.8863818683771,288.00464076154253,407.54859031372325,210.31419460332194,413.01942480389096,230.1885262894789,287.4747978543647,219.13410055042442,231.21104969435635,,,315.8083405846478,238.86463178867643,423.2599617732992,320.0017425640319,351.37841954648127,389.3153812604356
210_323_fc,sla,F,img053.png,310.9965443866894,306.28518243890557,297.7233441046634,304.2431516262862,306.474904730175,258.5891770298673,284.5044994240301,404.0059493741791,204.6169426330423,401.66037344076494,221.86382449638165,270.17014611466584,211.2839651531796,224.59696863345346,314.92964816137885,235.6901141910709,425.9091715257577,312.01594349325245,327.8117269416282,352.96733400400797,,
210_323_fc,sla,F,img058.png,311.70089965046736,303.32630738643115,297.61430356856283,303.32630738643115,288.98626346839626,256.3122929630746,284.7602846438249,330.6190872951213,166.4369067559418,389.35749915797226,208.4874574734497,301.84902161402624,212.98520609218284,259.3879540441666,313.1421065885742,234.4185426552913,,,404.332144599073,294.48151504524685,347.1053480163356,312.7940899517228
